Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Цвет;Пробег;Руль;Поколение;;;;;
Audi;Q3 Sportback;2021;4699789;https://auto.drom.ru/spb/audi/q3_sportback/824473423.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;180 л.с., налог;робот;4WD;синий;27 753 км;левый;1 поколение;;;;;
Audi;Q2;2021;3749000;https://auto.drom.ru/spb/audi/q2/889231292.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.4 л;150 л.с., налог;автомат;передний;белый;2 404 км;левый;;;;;;
Audi;A3;2021;2849000;https://auto.drom.ru/spb/audi/a3/268536873.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.4 л;150 л.с., налог;АКПП;передний;красный;62 000 км;левый;4 поколение;;седан;;;
Audi;Q5;2021;4579000;https://auto.drom.ru/moscow/audi/q5/53675281.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;автомат;4WD;синий;57 683 км;левый;;;;;;
Audi;A3;2021;3050000;https://auto.drom.ru/moscow/audi/a3/53811121.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.4 л;150 л.с., налог;АКПП;передний;желтый;10 000 км;левый;4 поколение;1.4 35 TFSI Tiptronic Design;хэтчбек 5 дв.;;;
Audi;A7;2021;7129000;https://auto.drom.ru/spb/audi/a7/53686162.html;;;;;Санкт-Петербурге;бензин, 3.0 л;340 л.с., налог;робот;4WD;черный;27 055 км;левый;2 поколение;;;;;
Audi;Q8;2021;10349000;https://auto.drom.ru/spb/audi/q8/53675883.html;;;;;Санкт-Петербурге;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;серый;21 000 км;левый;1 поколение;3.0 50 TDI quattro tiptronic;;;;
Audi;Q8;2021;9999000;https://auto.drom.ru/spb/audi/q8/53675866.html;;;;;Санкт-Петербурге;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;черный;29 000 км;левый;1 поколение;3.0 50 TDI quattro tiptronic;;;;
Audi;A5;2021;8500000;https://auto.drom.ru/moscow/audi/a5/270526551.html;Модель не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.9 л;450 л.с., налог;автомат;4WD;серый;38 955 км;левый;;;купе;;;
Audi;A4;2021;3490792;https://auto.drom.ru/minsk/audi/a4/178080387.html;;;;;Минске;бензин, 2.0 л;150 л.с., налог;робот;передний;белый;13 950 км;левый;5 поколение, рестайлинг;;седан;;;
Audi;Q5;2021;4200000;https://auto.drom.ru/moscow/audi/q5/53231263.html;;;;;Москве;бензин, 2.0 л, гибрид;249 л.с., налог;робот;4WD;черный;62 000 км;левый;2 поколение, рестайлинг;2.0 45 TFSI quattro S tronic Design;;;;
Audi;Q7;2021;8000000;https://auto.drom.ru/moscow/audi/q7/417773015.html;;;;;Москве;дизель, 3.0 л;231 л.с., налог;автомат;4WD;белый;46 300 км, без пробега по РФ;левый;2 поколение, рестайлинг;;;;;
Audi;e-tron;2021;4599000;https://auto.drom.ru/nizhniy-novgorod/audi/e-tron/482582773.html;;;;;Нижнем Новгороде;электро;313 л.с., налог;АКПП;4WD;синий;21 000 км;левый;1 поколение;71 kWh 50 quattro e-tron Advanced;;;;
Audi;e-tron Sportback S;2021;9200000;https://auto.drom.ru/kirov/audi/e-tron_sportback_s/52386530.html;Электронный ПТС выдан;;Не числится в розыске;Ограничений не обнаружено;Кирове;электро;503 л.с., налог;АКПП;4WD;синий;22 208 км, без пробега по РФ;левый;1 поколение;95 kWh quattro e-tron S;;;;
Audi;e-tron;2021;10950000;https://auto.drom.ru/voronezh/audi/e-tron/49980098.html;;;;;Воронеже;электро;;автомат;4WD;серый;;левый;1 поколение;;;;;
Audi;Q3;2021;3799000;https://auto.drom.ru/moscow/audi/q3/322110502.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;180 л.с., налог;робот;4WD;белый;72 226 км;левый;2 поколение;;;;;
Audi;Q5;2021;4109530;https://auto.drom.ru/minsk/audi/q5/53655987.html;;;;;Минске;бензин, 2.0 л;265 л.с., налог;автомат;4WD;синий;15 000 км;левый;2 поколение, рестайлинг;;;;;
Audi;Q5;2021;3924832;https://auto.drom.ru/minsk/audi/q5/53654391.html;;;;;Минске;бензин, 2.0 л;265 л.с., налог;автомат;4WD;черный;43 000 км;левый;2 поколение, рестайлинг;;;;;
Audi;A6;2021;4700000;https://auto.drom.ru/moscow/audi/a6/169835975.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;190 л.с., налог;автомат;передний;черный;24 699 км;левый;;;седан;;;
Audi;Q7;2021;8500000;https://auto.drom.ru/moscow/audi/q7/53260976.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;синий;28 800 км;левый;2 поколение, рестайлинг;;;;;
Audi;A4;2021;4130000;https://auto.drom.ru/moscow/audi/a4/53253232.html;;;;;Москве;бензин, 2.0 л;190 л.с., налог;робот;передний;белый;10 137 км, без пробега по РФ;левый;5 поколение, рестайлинг;;седан;;;
Audi;A5;2021;3789000;https://auto.drom.ru/spb/audi/a5/52373590.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;190 л.с., налог;автомат;передний;белый;40 017 км;левый;;;купе;;;
Audi;Q7;2021;7949000;https://auto.drom.ru/spb/audi/q7/203676806.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;черный;43 113 км;левый;2 поколение, рестайлинг;;;;;
Audi;Q5 Sportback;2021;5248000;https://auto.drom.ru/spb/audi/q5_sportback/52784989.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;249 л.с., налог;автомат;4WD;красный;57 616 км;левый;;;;;;
Audi;A3;2021;2749000;https://auto.drom.ru/moscow/audi/a3/52348413.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.4 л;150 л.с., налог;АКПП;передний;красный;33 366 км;левый;4 поколение;;седан;;;
Audi;Q8;2021;10750000;https://auto.drom.ru/volgograd/audi/q8/51145915.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Волгограде;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;черный;38 679 км;левый;1 поколение;;;;;
Audi;A6;2021;5449000;https://auto.drom.ru/spb/audi/a6/920318313.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;черный;70 625 км;левый;5 поколение;;седан;;;
Audi;A6;2021;5200000;https://auto.drom.ru/novosil/audi/a6/50691232.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Новосиле;бензин, 2.0 л, гибрид;245 л.с., налог;робот;4WD;черный;60 000 км;левый;5 поколение;2.0 45 TFSI quattro S tronic;седан;;;
Audi;A3;2021;2715000;https://auto.drom.ru/moscow/audi/a3/53629263.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.4 л;150 л.с., налог;АКПП;передний;синий;63 000 км;левый;4 поколение;;седан;;;
Audi;e-tron Sportback;2021;6999000;https://auto.drom.ru/spb/audi/e-tron_sportback/53230387.html;Мощность двигателя не совпадает с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;электро;;автомат;4WD;синий;35 315 км;левый;1 поколение;;;;;
Audi;A3;2021;3121000;https://auto.drom.ru/kazan/audi/a3/52338810.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;бензин, 1.4 л;150 л.с., налог;АКПП;передний;синий;17 515 км;левый;4 поколение;;седан;;;
Audi;Q5;2021;4649000;https://auto.drom.ru/vologda/audi/q5/863843665.html;;;;;Вологде;бензин, 2.0 л, гибрид;249 л.с., налог;робот;4WD;серый;38 100 км;левый;2 поколение, рестайлинг;;;;;
Audi;RS7;2021;14590000;https://auto.drom.ru/moscow/audi/rs7/51701772.html;;;;;Москве;бензин, 4.0 л;600 л.с., налог;АКПП;4WD;серый;20 111 км;левый;2 поколение;4.0 TFSI tiptronic quattro;;;;
Audi;A6;2021;5578000;https://auto.drom.ru/nizhniy-novgorod/audi/a6/686509147.html;;;;;Нижнем Новгороде;дизель, 2.0 л, гибрид;204 л.с., налог;робот;4WD;синий;19 000 км, без пробега по РФ;левый;5 поколение;;седан;;;
Audi;Q5;2021;4250000;https://auto.drom.ru/spb/audi/q5/53616012.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л, гибрид;249 л.с., налог;робот;4WD;серебристый;61 000 км;левый;2 поколение, рестайлинг;2.0 45 TFSI quattro S tronic Design;;;;
Audi;e-tron;2021;5755750;https://auto.drom.ru/moscow/audi/e-tron/53962198.html;Мощность двигателя не совпадает с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;электро;;автомат;4WD;серый;23 381 км;левый;1 поколение;;;;;
Audi;RS Q8;2021;21000000;https://auto.drom.ru/kazan/audi/rs_q8/53209737.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;бензин, 4.0 л, гибрид;600 л.с., налог;АКПП;4WD;синий;20 000 км;левый;1 поколение;4.0 TFSI quattro tiptronic;;;;
Audi;A4;2021;2949000;https://auto.drom.ru/kazan/audi/a4/52771045.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Есть ограничения;Казани;бензин, 2.0 л;150 л.с., налог;автомат;передний;серый;71 200 км;;;;седан;;;
Audi;Q5;2021;5850700;https://auto.drom.ru/moscow/audi/q5/52764854.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;автомат;4WD;зеленый;47 089 км;левый;;;;;;
Audi;Q7;2021;9990000;https://auto.drom.ru/moscow/audi/q7/275738075.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;коричневый;24 000 км;левый;2 поколение, рестайлинг;;;;;
Audi;Q5;2021;5147000;https://auto.drom.ru/moscow/audi/q5/591933648.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;автомат;4WD;черный;39 500 км;левый;;;;;;
Audi;A6;2021;4400000;https://auto.drom.ru/balashiha/audi/a6/53956085.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Балашихе;бензин, 2.0 л;245 л.с., налог;автомат;4WD;черный;35 891 км;левый;;;седан;;;
Audi;Q7;2021;5150000;https://auto.drom.ru/moscow/audi/q7/52748384.html;;;;;Москве;бензин, 2.0 л;252 л.с., налог;автомат;4WD;белый;40 000 км;левый;2 поколение, рестайлинг;;;;;
Audi;A6;2021;4299000;https://auto.drom.ru/moscow/audi/a6/568766658.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;245 л.с., налог;автомат;4WD;черный;95 000 км;левый;;;седан;;;
Audi;e-tron Sportback;2021;5950000;https://auto.drom.ru/voronezh/audi/e-tron_sportback/107633588.html;;;;;Воронеже;электро;;автомат;4WD;синий;56 402 км;левый;1 поколение;;;;;
Audi;A4;2021;3290000;https://auto.drom.ru/spb/audi/a4/53341219.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;249 л.с., налог;робот;4WD;черный;64 000 км;левый;5 поколение, рестайлинг;2.0 45 TFSI quattro S tronic Sport;седан;;;
Audi;Q5;2021;4999000;https://auto.drom.ru/spb/audi/q5/53947516.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;249 л.с., налог;автомат;4WD;синий;50 000 км;левый;;;;;;
Audi;A3;2021;2098000;https://auto.drom.ru/moscow/audi/a3/53598374.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.4 л;150 л.с., налог;АКПП;передний;черный;234 741 км;левый;4 поколение;;седан;;;
Audi;Q5;2021;5418000;https://auto.drom.ru/kazan/audi/q5/53186266.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;бензин, 2.0 л;249 л.с., налог;автомат;4WD;зеленый;45 118 км;левый;;;;;;
Audi;Q5;2021;4950000;https://auto.drom.ru/voronezh/audi/q5/945964662.html;;;;;Воронеже;бензин, 2.0 л;265 л.с., налог;автомат;4WD;синий;18 452 км;левый;2 поколение, рестайлинг;;;;;
Audi;Q5;2021;4950000;https://auto.drom.ru/voronezh/audi/q5/945964662.html;;;;;Воронеже;бензин, 2.0 л;265 л.с., налог;автомат;4WD;синий;18 452 км;левый;2 поколение, рестайлинг;;;;;
Audi;Q8;2021;8200000;https://auto.drom.ru/moscow/audi/q8/621789190.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;зеленый;81 333 км;левый;1 поколение;;;;;
Audi;RS Q8;2021;12555000;https://auto.drom.ru/moscow/audi/rs_q8/53936664.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.0 л;600 л.с., налог;автомат;4WD;черный;55 700 км;левый;;;;;;
Audi;A7;2021;6798000;https://auto.drom.ru/saratov/audi/a7/53933295.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Саратове;бензин, 2.0 л;245 л.с., налог;робот;4WD;серый;10 890 км;левый;2 поколение;;;;;
Audi;Q5;2021;5890000;https://auto.drom.ru/moscow/audi/q5/681319683.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;204 л.с., налог;автомат;4WD;белый;52 450 км;левый;;;;;;
Audi;A3;2021;3360000;https://auto.drom.ru/moscow/audi/a3/52704967.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.4 л;150 л.с., налог;АКПП;передний;синий;25 269 км;левый;4 поколение;;седан;;;
Audi;A3;2021;3300000;https://auto.drom.ru/moscow/audi/a3/52570192.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.4 л;150 л.с., налог;АКПП;передний;белый;43 050 км;левый;4 поколение;1.4 35 TFSI Tiptronic Sport;седан;;;
Audi;A4;2021;3150000;https://auto.drom.ru/moscow/audi/a4/52264761.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;150 л.с., налог;робот;передний;черный;55 800 км;левый;5 поколение, рестайлинг;;седан;;;
Audi;Q3 Sportback;2021;4079700;https://auto.drom.ru/moscow/audi/q3_sportback/52767902.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;180 л.с., налог;робот;4WD;белый;56 558 км;левый;1 поколение;;;;;
Audi;e-tron Sportback;2021;5300000;https://auto.drom.ru/spb/audi/e-tron_sportback/771585874.html;;;;;Санкт-Петербурге;электро;;автомат;4WD;синий;22 264 км;левый;1 поколение;;;;;
Audi;A3;2021;2919000;https://auto.drom.ru/spb/audi/a3/185386841.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.4 л;150 л.с., налог;АКПП;передний;белый;33 000 км;левый;4 поколение;;хэтчбек 5 дв.;;;
Audi;Q8;2021;9250000;https://auto.drom.ru/spb/audi/q8/573228525.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;черный;30 500 км;левый;1 поколение;;;;;
Audi;A3;2021;2910000;https://auto.drom.ru/moscow/audi/a3/53136347.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.4 л;150 л.с., налог;АКПП;передний;синий;57 200 км;левый;4 поколение;;хэтчбек 5 дв.;;;
Audi;Q8;2021;9050000;https://auto.drom.ru/moscow/audi/q8/51838433.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;серый;29 707 км;левый;1 поколение;;;;;
Audi;e-tron Sportback;2021;5690000;https://auto.drom.ru/spb/audi/e-tron_sportback/924071512.html;;;;;Санкт-Петербурге;электро;;автомат;4WD;черный;38 117 км;левый;1 поколение;;;;;
Audi;Q5;2021;5989789;https://auto.drom.ru/spb/audi/q5/723776050.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;204 л.с., налог;автомат;4WD;синий;35 891 км;левый;;;;;;
Audi;A6;2021;4540000;https://auto.drom.ru/moscow/audi/a6/52240882.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;245 л.с., налог;автомат;4WD;белый;45 300 км;левый;;;седан;;;
Audi;A3;2021;3129000;https://auto.drom.ru/spb/audi/a3/249328238.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.4 л;150 л.с., налог;АКПП;передний;синий;29 499 км;левый;4 поколение;;седан;;;
Audi;A4;2021;3324564;https://auto.drom.ru/minsk/audi/a4/53897654.html;;;;;Минске;бензин, 2.0 л;249 л.с., налог;робот;4WD;синий;14 900 км;левый;5 поколение, рестайлинг;2.0 45 TFSI quattro S tronic Sport;седан;;;
Audi;A6 allroad quattro;2021;5459000;https://auto.drom.ru/spb/audi/a6_allroad_quattro/53892049.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;автомат;4WD;серый;142 432 км;левый;;;;;;
Audi;A3;2021;3390000;https://auto.drom.ru/moscow/audi/a3/53536966.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.4 л;150 л.с., налог;АКПП;передний;синий;20 870 км;левый;4 поколение;1.4 35 TFSI Tiptronic Sport;седан;;;
Audi;Q5;2021;6610000;https://auto.drom.ru/moscow/audi/q5/53526302.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;автомат;4WD;синий;58 552 км;левый;;;;;;
Audi;A6;2021;3999000;https://auto.drom.ru/spb/audi/a6/53118533.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;190 л.с., налог;автомат;передний;черный;72 857 км;левый;;;седан;;;
Audi;Q8;2021;8500000;https://auto.drom.ru/moscow/audi/q8/53114040.html;;;;;Москве;бензин, 3.0 л, гибрид;340 л.с., налог;АКПП;4WD;белый;10 000 км;левый;1 поколение;3.0 55 TFSI quattro tiptronic Advance;;;;
Audi;A3;2021;2619000;https://auto.drom.ru/moscow/audi/a3/244241507.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.4 л;150 л.с., налог;АКПП;передний;синий;40 879 км;левый;4 поколение;;хэтчбек 5 дв.;;;
Audi;Q7;2021;8400000;https://auto.drom.ru/moscow/audi/q7/522252287.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;белый;67 508 км;левый;2 поколение, рестайлинг;;;;;
Audi;A6;2021;4400000;https://auto.drom.ru/spb/audi/a6/523486165.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л, гибрид;190 л.с., налог;робот;передний;черный;38 000 км;левый;5 поколение;;седан;;;
Audi;A6;2021;4449000;https://auto.drom.ru/moscow/audi/a6/800315168.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;робот;передний;коричневый;60 158 км;левый;5 поколение;2.0 40 TDI S tronic;седан;;;
Audi;RS Q8;2021;13677300;https://auto.drom.ru/moscow/audi/rs_q8/499276907.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Есть ограничения;Москве;бензин, 4.0 л, гибрид;600 л.с., налог;АКПП;4WD;черный;30 847 км;левый;1 поколение;4.0 TFSI quattro tiptronic;;;;
Audi;RS4;2021;11280000;https://auto.drom.ru/moscow/audi/rs4/53878943.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.9 л;450 л.с., налог;АКПП;4WD;серый;22 511 км;левый;5 поколение, рестайлинг;2.9 TFSI quattro tiptronic;универсал;;;
Audi;Q5;2021;5725000;https://auto.drom.ru/spb/audi/q5/53524575.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;249 л.с., налог;автомат;4WD;синий;42 511 км;левый;;;;;;
Audi;A7;2021;7075000;https://auto.drom.ru/moscow/audi/a7/52649792.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 3.0 л;340 л.с., налог;робот;4WD;серый;32 034 км;левый;2 поколение;;;;;
Audi;A6;2021;4920000;https://auto.drom.ru/moscow/audi/a6/249092644.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;245 л.с., налог;автомат;4WD;коричневый;46 794 км;левый;;;седан;;;
Audi;A4;2021;3340000;https://auto.drom.ru/moscow/audi/a4/53510322.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;150 л.с., налог;робот;передний;синий;49 908 км;левый;5 поколение, рестайлинг;;седан;;;
Audi;e-tron;2021;5729000;https://auto.drom.ru/spb/audi/e-tron/53092578.html;;;;;Санкт-Петербурге;электро;;автомат;4WD;черный;28 950 км;левый;1 поколение;;;;;
Audi;A3;2021;2725750;https://auto.drom.ru/moscow/audi/a3/53084454.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.4 л;150 л.с., налог;АКПП;передний;красный;47 713 км;левый;4 поколение;;седан;;;
Audi;e-tron;2021;9648000;https://auto.drom.ru/moscow/audi/e-tron/52192384.html;;;;;Москве;электро;;;4WD;синий;;левый;1 поколение;;;;;
Audi;SQ5;2021;6800000;https://auto.drom.ru/spb/audi/sq5/51394034.html;Электронный ПТС выдан;;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 3.0 л;354 л.с., налог;АКПП;4WD;серый;36 000 км, без пробега по РФ;левый;2 поколение, рестайлинг;3.0 TFSI quattro tiptronic;;;;
Audi;Q3;2021;4200000;https://auto.drom.ru/moscow/audi/q3/54152589.html;Характеристики совпадают с ПТС;;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.4 л;150 л.с., налог;робот;передний;синий;39 999 км;левый;2 поколение;1.4 35 TFSI S tronic;;;;
Audi;Q6;2022;9631120;https://auto.drom.ru/moscow/audi/q6/52611885.html;;;;;Москве;бензин, 2.0 л;265 л.с., налог;робот;4WD;черный;новый автомобиль;левый;1 поколение;2.0 45 TFSI quattro Roadjet;;;LSV**************;
Audi;Q7;2022;10176000;https://auto.drom.ru/moscow/audi/q7/51151157.html;;;;;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;синий;новый автомобиль;левый;2 поколение, рестайлинг;3.0 45 TDI quattro tiptronic;;;XW8**************;
Audi;Q7;2022;10935000;https://auto.drom.ru/moscow/audi/q7/51151171.html;;;;;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;новый автомобиль;левый;2 поколение, рестайлинг;3.0 45 TDI quattro tiptronic;;;XW8**************;
Audi;Q7;2022;11284000;https://auto.drom.ru/moscow/audi/q7/51151174.html;;;;;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;белый;новый автомобиль;левый;2 поколение, рестайлинг;3.0 45 TDI quattro tiptronic;;;XW8**************;
Audi;Q5;2022;6500000;https://auto.drom.ru/spb/audi/q5/50882525.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;204 л.с., налог;автомат;4WD;черный;новый автомобиль;левый;2 поколение, рестайлинг;;;;WAU**************;
Audi;Q5;2022;5850000;https://auto.drom.ru/moscow/audi/q5/799142699.html;;;;;Москве;дизель, 2.0 л;204 л.с., налог;автомат;4WD;серый;16 873 км;левый;;;;;;
Audi;Q5;2022;5698000;https://auto.drom.ru/moscow/audi/q5/222147600.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;автомат;4WD;синий;10 308 км;левый;;;;;;
Audi;Q5 Sportback;2022;7725000;https://auto.drom.ru/moscow/audi/q5_sportback/378489194.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;204 л.с., налог;автомат;4WD;синий;1 415 км;левый;;;;;;
Audi;Q8;2022;11000000;https://auto.drom.ru/moscow/audi/q8/54134214.html;;;;;Москве;дизель, 3.0 л;286 л.с., налог;автомат;4WD;серый;6 346 км;левый;1 поколение;;;;;
Audi;A6;2022;7950000;https://auto.drom.ru/moscow/audi/a6/905506917.html;;;;;Москве;бензин, 2.0 л, гибрид;245 л.с., налог;робот;4WD;серый;новый автомобиль;левый;5 поколение;2.0 45 TFSI quattro S tronic Sport;седан;;WAU**************;
Audi;A6;2022;7950000;https://auto.drom.ru/moscow/audi/a6/688743463.html;;;;;Москве;бензин, 2.0 л, гибрид;245 л.с., налог;робот;4WD;черный;новый автомобиль;левый;5 поколение;2.0 45 TFSI quattro S tronic Sport;седан;;WAU**************;
