Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Цвет;Пробег;Руль;Поколение;Комплектация;Тип кузова;Особые отметки;VIN;
Audi;Q5 e-tron;2022;5054000;https://auto.drom.ru/moscow/audi/q5_e-tron/53927290.html;;;;;Москве;электро;204 л.с., налог;АКПП;задний;;новый автомобиль;левый;1 поколение;83.4 kWh 40 e-tron;;;LSV**************;
Audi;Q7;2022;12300000;https://auto.drom.ru/moscow/audi/q7/53151564.html;;;;;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;бежевый;новый автомобиль;левый;2 поколение, рестайлинг;;;;WAU**************;
Audi;Q8;2022;11550000;https://auto.drom.ru/moscow/audi/q8/53898547.html;;;;;Москве;бензин, 3.0 л;340 л.с., налог;автомат;4WD;бежевый;новый автомобиль;левый;;;;;WAU**************;
Audi;A6;2022;9212000;https://auto.drom.ru/moscow/audi/a6/53123557.html;;;;;Москве;бензин, 2.0 л, гибрид;245 л.с., налог;робот;4WD;серый;новый автомобиль;левый;5 поколение;2.0 45 TFSI quattro S tronic;седан;;WAU**************;
Audi;A4;2022;5340000;https://auto.drom.ru/spb/audi/a4/53122153.html;;;;;Санкт-Петербурге;бензин, 2.0 л;150 л.с., налог;робот;передний;синий;новый автомобиль;левый;5 поколение, рестайлинг;;седан;;WAU**************;
Audi;A4;2022;6000000;https://auto.drom.ru/spb/audi/a4/53122156.html;;;;;Санкт-Петербурге;бензин, 2.0 л;150 л.с., налог;робот;передний;белый;новый автомобиль;левый;5 поколение, рестайлинг;;седан;;WAU**************;
Audi;A4;2022;5490000;https://auto.drom.ru/spb/audi/a4/53122173.html;;;;;Санкт-Петербурге;бензин, 2.0 л;150 л.с., налог;робот;передний;красный;новый автомобиль;левый;5 поколение, рестайлинг;;седан;;WAU**************;
Audi;Q5;2022;7533000;https://auto.drom.ru/moscow/audi/q5/495066567.html;;;;;Москве;бензин, 2.0 л;249 л.с., налог;автомат;4WD;черный;новый автомобиль;левый;;;;;WAU**************;
Audi;Q8;2022;14064000;https://auto.drom.ru/moscow/audi/q8/176402729.html;;;;;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;черный;новый автомобиль;левый;1 поколение;3.0 45 TDI quattro tiptronic;;;XW8**************;
Audi;e-tron;2022;6187383;https://auto.drom.ru/minsk/audi/e-tron/52632812.html;;;;;Минске;электро;313 л.с., налог;АКПП;4WD;красный;;левый;1 поколение;71 kWh 50 quattro e-tron;;;;
Audi;Q5 Sportback;2022;7990000;https://auto.drom.ru/moscow/audi/q5_sportback/565378735.html;;;;;Москве;дизель, 2.0 л;204 л.с., налог;автомат;4WD;серый;34 км;левый;1 поколение;;;;;
Audi;A6;2022;7029900;https://auto.drom.ru/moscow/audi/a6/53503997.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;245 л.с., налог;автомат;4WD;черный;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7559000;https://auto.drom.ru/moscow/audi/a6/54154646.html;;;;;Москве;бензин, 2.0 л, гибрид;245 л.с., налог;робот;4WD;белый;новый автомобиль;левый;5 поколение;2.0 45 TFSI quattro S tronic;седан;;WAU**************;
Audi;Q7;2023;14929900;https://auto.drom.ru/moscow/audi/q7/53072331.html;;;;;Москве;дизель, 3.0 л;286 л.с., налог;автомат;4WD;белый;новый автомобиль;левый;;;;;WAU**************;
Audi;Q6;2023;9990000;https://auto.drom.ru/moscow/audi/q6/115127899.html;;;;;Москве;бензин, 2.0 л;265 л.с., налог;робот;4WD;черный;новый автомобиль;левый;1 поколение;2.0 45 TFSI quattro Roadjet;;;LSV**************;
Audi;Q5 Sportback;2023;8385000;https://auto.drom.ru/moscow/audi/q5_sportback/795828873.html;Модель, цвет не совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л, гибрид;249 л.с., налог;робот;4WD;красный;новый автомобиль;левый;1 поколение;2.0 45 TFSI quattro S tronic Sport;;;WAU**************;
Audi;Q5 Sportback;2023;8000000;https://auto.drom.ru/moscow/audi/q5_sportback/412806616.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л, гибрид;249 л.с., налог;робот;4WD;серый;новый автомобиль;левый;1 поколение;2.0 45 TFSI quattro S tronic Sport;;;WAU**************;
Audi;Q3;2023;4950000;https://auto.drom.ru/moscow/audi/q3/938750729.html;;;;;Москве;бензин, 1.4 л;150 л.с., налог;автомат;передний;белый;новый автомобиль;левый;;;;;LFV**************;
Audi;Q8;2023;13600000;https://auto.drom.ru/moscow/audi/q8/126896675.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;белый;новый автомобиль;левый;2 поколение;3.0 50 TDI quattro tiptronic;;;WAU**************;
Audi;Q8;2023;11340000;https://auto.drom.ru/spb/audi/q8/634912485.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;231 л.с., налог;АКПП;4WD;черный;6 000 км;левый;2 поколение;3.0 45 TDI quattro tiptronic;;;;
Audi;Q8;2023;16489000;https://auto.drom.ru/moscow/audi/q8/54142838.html;;;;;Москве;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;серый;новый автомобиль;левый;2 поколение;3.0 50 TDI quattro tiptronic;;;WAU**************;
Audi;Q8;2023;15195000;https://auto.drom.ru/moscow/audi/q8/52163430.html;;;;;Москве;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;черный;новый автомобиль;левый;1 поколение;3.0 50 TDI quattro tiptronic;;;WAU**************;
Audi;Q8;2023;12000000;https://auto.drom.ru/moscow/audi/q8/53851498.html;;;;;Москве;бензин, 3.0 л;340 л.с., налог;автомат;4WD;белый;251 км;левый;;;;;;
Audi;Q8;2023;16029900;https://auto.drom.ru/moscow/audi/q8/695852744.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;черный;новый автомобиль;левый;2 поколение;3.0 50 TDI quattro tiptronic;;;WAU**************;
Audi;A6;2023;9478640;https://auto.drom.ru/spb/audi/a6/53048293.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;черный;новый автомобиль;левый;;;седан;;LFV**************;
Audi;Q5;2023;6800000;https://auto.drom.ru/moscow/audi/q5/706191018.html;;;;;Москве;бензин, 2.0 л;190 л.с., налог;автомат;4WD;синий;34 156 км;левый;;;;;;
Audi;Q8;2023;16350000;https://auto.drom.ru/moscow/audi/q8/53821211.html;;;;;Москве;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;серый;новый автомобиль;левый;2 поколение;3.0 50 TDI quattro tiptronic;;;WAU**************;
Audi;Q6;2023;11892120;https://auto.drom.ru/moscow/audi/q6/50533745.html;;;;;Москве;бензин, 2.5 л;299 л.с., налог;робот;4WD;черный;новый автомобиль;левый;1 поколение;2.5 50 TFSI quattro Roadjet;;;LSV**************;
Audi;Q6;2023;9586855;https://auto.drom.ru/moscow/audi/q6/50533752.html;;;;;Москве;бензин, 2.0 л;265 л.с., налог;робот;4WD;черный;новый автомобиль;левый;1 поколение;2.0 45 TFSI quattro Roadjet;;;LSV**************;
Audi;Q7;2023;9890000;https://auto.drom.ru/moscow/audi/q7/53337277.html;;;;;Москве;дизель, 3.0 л;286 л.с., налог;автомат;4WD;белый;132 км;левый;;;;;;
Audi;Q8;2023;13650000;https://auto.drom.ru/moscow/audi/q8/52113000.html;;;;;Москве;дизель, 3.0 л;286 л.с., налог;автомат;4WD;черный;новый автомобиль;левый;;;;;WAU**************;
Audi;Q8;2023;15003167;https://auto.drom.ru/spb/audi/q8/210554628.html;;;;;Санкт-Петербурге;бензин, 3.0 л;340 л.с., налог;автомат;4WD;белый;новый автомобиль;левый;;;;;WAU**************;
Audi;Q8;2023;13823630;https://auto.drom.ru/moscow/audi/q8/656921997.html;;;;;Москве;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;черный;новый автомобиль;левый;1 поколение;3.0 50 TDI quattro tiptronic;;;WAU**************;
Audi;Q8;2023;16850000;https://auto.drom.ru/moscow/audi/q8/590543572.html;;;;;Москве;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;желтый;новый автомобиль;левый;2 поколение;3.0 50 TDI quattro tiptronic;;;WAU**************;
Audi;Q6;2023;9994600;https://auto.drom.ru/spb/audi/q6/461904465.html;;;;;Санкт-Петербурге;бензин, 2.0 л;265 л.с., налог;робот;4WD;синий;новый автомобиль;левый;1 поколение;2.0 45 TFSI quattro Roadjet;;;LSV**************;
Audi;Q6;2023;9994600;https://auto.drom.ru/spb/audi/q6/835157521.html;;;;;Санкт-Петербурге;бензин, 2.0 л;265 л.с., налог;робот;4WD;синий;новый автомобиль;левый;1 поколение;2.0 45 TFSI quattro Roadjet;;;LSV**************;
Audi;Q7;2023;14990000;https://auto.drom.ru/spb/audi/q7/439890230.html;;;;;Санкт-Петербурге;3.0 л;286 л.с., налог;автомат;4WD;серый;новый автомобиль;левый;;;;;WAU**************;
Audi;Q7;2023;14990000;https://auto.drom.ru/spb/audi/q7/252944729.html;;;;;Санкт-Петербурге;3.0 л;286 л.с., налог;автомат;4WD;серый;новый автомобиль;левый;;;;;WAU**************;
Audi;Q7;2023;14990000;https://auto.drom.ru/spb/audi/q7/662430103.html;;;;;Санкт-Петербурге;3.0 л;286 л.с., налог;автомат;4WD;серый;новый автомобиль;левый;;;;;WAU**************;
Audi;Q6;2023;9994600;https://auto.drom.ru/spb/audi/q6/863720713.html;;;;;Санкт-Петербурге;бензин, 2.0 л;265 л.с., налог;робот;4WD;синий;новый автомобиль;левый;1 поколение;2.0 45 TFSI quattro Roadjet;;;LSV**************;
Audi;Q6;2023;9994600;https://auto.drom.ru/spb/audi/q6/721439731.html;;;;;Санкт-Петербурге;бензин, 2.0 л;265 л.с., налог;робот;4WD;синий;новый автомобиль;левый;1 поколение;2.0 45 TFSI quattro Roadjet;;;LSV**************;
Audi;Q6;2023;13428500;https://auto.drom.ru/spb/audi/q6/867460066.html;;;;;Санкт-Петербурге;бензин, 2.5 л;299 л.с., налог;робот;4WD;коричневый;новый автомобиль;левый;1 поколение;2.5 50 TFSI quattro Roadjet;;;LSV**************;
Audi;Q6;2023;13428500;https://auto.drom.ru/spb/audi/q6/843763962.html;;;;;Санкт-Петербурге;бензин, 2.5 л;299 л.с., налог;робот;4WD;коричневый;новый автомобиль;левый;1 поколение;2.5 50 TFSI quattro Roadjet;;;LSV**************;
Audi;Q6;2023;13428500;https://auto.drom.ru/spb/audi/q6/439961246.html;;;;;Санкт-Петербурге;бензин, 2.5 л;299 л.с., налог;робот;4WD;коричневый;новый автомобиль;левый;1 поколение;2.5 50 TFSI quattro Roadjet;;;LSV**************;
Audi;Q6;2023;12733000;https://auto.drom.ru/spb/audi/q6/302892873.html;;;;;Санкт-Петербурге;бензин, 2.5 л;299 л.с., налог;робот;4WD;черный;новый автомобиль;левый;1 поколение;2.5 50 TFSI quattro Roadjet;;;LSV**************;
Audi;Q6;2023;12733000;https://auto.drom.ru/spb/audi/q6/939288208.html;;;;;Санкт-Петербурге;бензин, 2.5 л;299 л.с., налог;робот;4WD;черный;новый автомобиль;левый;1 поколение;2.5 50 TFSI quattro Roadjet;;;LSV**************;
Audi;Q6;2023;12733000;https://auto.drom.ru/spb/audi/q6/905680838.html;;;;;Санкт-Петербурге;бензин, 2.5 л;299 л.с., налог;робот;4WD;черный;новый автомобиль;левый;1 поколение;2.5 50 TFSI quattro Roadjet;;;LSV**************;
Audi;Q6;2023;12733000;https://auto.drom.ru/spb/audi/q6/288547196.html;;;;;Санкт-Петербурге;бензин, 2.5 л;299 л.с., налог;робот;4WD;черный;новый автомобиль;левый;1 поколение;2.5 50 TFSI quattro Roadjet;;;LSV**************;
Audi;Q6;2023;12733000;https://auto.drom.ru/spb/audi/q6/905362379.html;;;;;Санкт-Петербурге;бензин, 2.5 л;299 л.с., налог;робот;4WD;черный;новый автомобиль;левый;1 поколение;2.5 50 TFSI quattro Roadjet;;;LSV**************;
Audi;Q6;2023;9994600;https://auto.drom.ru/spb/audi/q6/485008697.html;;;;;Санкт-Петербурге;бензин, 2.0 л;265 л.с., налог;робот;4WD;черный;новый автомобиль;левый;1 поколение;2.0 45 TFSI quattro Roadjet;;;LSV**************;
Audi;Q6;2023;9994600;https://auto.drom.ru/spb/audi/q6/589680824.html;;;;;Санкт-Петербурге;бензин, 2.0 л;265 л.с., налог;робот;4WD;черный;новый автомобиль;левый;1 поколение;2.0 45 TFSI quattro Roadjet;;;LSV**************;
Audi;Q6;2023;9994600;https://auto.drom.ru/spb/audi/q6/577635202.html;;;;;Санкт-Петербурге;бензин, 2.0 л;265 л.с., налог;робот;4WD;черный;новый автомобиль;левый;1 поколение;2.0 45 TFSI quattro Roadjet;;;LSV**************;
Audi;Q8;2023;15250000;https://auto.drom.ru/moscow/audi/q8/53792112.html;;;;;Москве;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;черный;новый автомобиль;левый;1 поколение;3.0 50 TDI quattro tiptronic;;;WAU**************;
Audi;Q7;2023;14895000;https://auto.drom.ru/moscow/audi/q7/53368965.html;;;;;Москве;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;серый;новый автомобиль;левый;2 поколение;3.0 50 TDI quattro tiptronic;;;WAU**************;
Mercedes-Benz;B-Class;2013;1356000;https://auto.drom.ru/spb/mercedes-benz/b-class/296191126.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.6 л;122 л.с., налог;робот;передний;черный;128 043 км;правый;2 поколение;B 180;;;;
Mercedes-Benz;B-Class;2014;1650000;https://auto.drom.ru/mytishchi/mercedes-benz/b-class/54154637.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Мытищах;бензин, 1.6 л;156 л.с., налог;робот;передний;синий;143 250 км;левый;2 поколение;B 200 DCT "Особая серия";;;;
Mercedes-Benz;C-Class;2018;3199700;https://auto.drom.ru/moscow/mercedes-benz/c-class/53572275.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.6 л;150 л.с., налог;АКПП;задний;серый;80 569 км;левый;4 поколение;;купе;;;
Mercedes-Benz;E-Class;2018;3000000;https://auto.drom.ru/moscow/mercedes-benz/e-class/53918389.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;черный;238 246 км;левый;5 поколение;;седан;;;
Mercedes-Benz;GLE;2021;8199000;https://auto.drom.ru/moscow/mercedes-benz/gle-class/121688610.html;;;;;Москве;дизель, 2.9 л;330 л.с., налог;АКПП;4WD;серебристый;63 000 км, без пробега по РФ;левый;2 поколение;GLE 400 d 4MATIC Sport;;;;
Mercedes-Benz;GLC;2022;7292320;https://auto.drom.ru/moscow/mercedes-benz/glc-class/52180798.html;;;;;Москве;дизель, 2.0 л;194 л.с., налог;АКПП;4WD;белый;новый автомобиль;левый;1 поколение, рестайлинг;GLC 220d AT 4MATIC;;;Z9M**************;
